,created_at,text,reply_count,retweet_count,favorite_count
607,Mon Mar 15 23:55:28 +0000 2021,"Geothermal energy, the forgotten renewable, has finally arrived  https://t.co/FuZTJOd2D2 via @qz",0,0,0
608,Mon Mar 15 23:55:10 +0000 2021,"7pm w/ @LarryElder: U.S. Army considers reversing ‘Gender-Neutral Physical Test’ after majority of women fail to keep up with men; Chuck Todd tells Fauci: because of climate change, it’s ‘inevitable’ we’ll have more pandemics. 🎧 ➡️️ https://t.co/BD9ev7yn8T https://t.co/odI93KmHmY",0,0,0
609,Mon Mar 15 23:55:08 +0000 2021,"The Greenland ice sheet may be more vulnerable than we knew to global warming, new study shows: Washington Post https://t.co/5gTrfSMUAD

MORE w/ EcoSearch: https://t.co/Cn6rScOAGY",0,0,0
610,Mon Mar 15 23:55:03 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com.  TIME-RESTRICTIVE OFFER #climatechange https://t.co/CrLewCE1ry",0,0,0
611,Mon Mar 15 23:54:38 +0000 2021,"#US #Representative #Deb Haaland has been confirmed as Secretary of the Interior, #becoming the first Native #American to lead a #cabinet agency &amp; securing a central role in President Joe Biden’s plans to fight #climate change: Reuters",0,2,3
612,Mon Mar 15 23:54:22 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com. TIME-RESTRICTIVE OFFER #cancelcieexams2021 https://t.co/QmZtjOiIAx",0,2,0
613,Mon Mar 15 23:54:21 +0000 2021,Restoring Financial Regulators' Right to Fight Climate Change https://t.co/katZ6hDxLi via @EARTH3R,0,0,0
614,Mon Mar 15 23:53:53 +0000 2021,"#Newsnight We all saw Tory MP Mark Field, grab a woman climate change protestor by the neck and arm, push against her against the wall then frog march her out of a Tory gathering, as those present including women applauded loudly! He wasn't charged! Imagine that happening today!",32,265,619
615,Mon Mar 15 23:53:51 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com.  TIME-RESTRICTIVE OFFER #covid19ab https://t.co/iA3j4mAY16",0,0,0
616,Mon Mar 15 23:53:47 +0000 2021,"And Here We Thought It Was China?... Chuck Todd to Dr. Fauci: ""It's Inevitable"" We'll have more Pandemics in the Future Because of ""Climate Change"" https://t.co/Yz2rbuTsRm via @gatewaypundit",0,2,5
617,Mon Mar 15 23:53:20 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com. TIME-RESTRICTIVE OFFER #rightnow https://t.co/U1myixkDaI",0,0,0
618,Mon Mar 15 23:53:04 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com. TIME-RESTRICTIVE OFFER #technology https://t.co/6AeDo47rk1",0,0,0
619,Mon Mar 15 23:52:50 +0000 2021,"UNORTHODOX METHOD TO LIVE LONGER DESPITE THE ALARMING RATE OF POLLUTION AND CLIMATE CHANGE. To purchase this document for a $100 amazon card only, send an email with an attachment of your amazon card to greenfjuture@gmail.com. TIME-RESTRICTIVE OFFER #torontonians https://t.co/xKxsr1WzDU",0,0,0
620,Mon Mar 15 23:52:50 +0000 2021,"This is why y’all should care about global warming, y’all unthawing Prehistoric Apex Predators and shit https://t.co/6s1yoWF5y0",0,0,4
621,Mon Mar 15 23:52:37 +0000 2021,"WAR IS THE SMOKING GUN OF ""CLIMATE CHANGE"" AND ""VICE VERSA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" https://t.co/hZ9ANTtSLj",0,0,0
622,Mon Mar 15 23:51:46 +0000 2021,Imagine linking climate change and environmental destruction to meat eating and not the industrial Revolution and capitalism lmao,3,2,11
623,Mon Mar 15 23:51:45 +0000 2021,"Without changes to mitigate #GlobalWarming , summer could last nearly six months, study finds https://t.co/FA90KDYlJW",0,0,0
624,Mon Mar 15 23:51:44 +0000 2021,"Listen to our podcast with #TheBit about how we are fighting climate change on the blockchain! You're in for a treat!

🎧 TuneIn https://t.co/wsRrXs2snH
🎧 Stitcher https://t.co/rcv4QkrnCN
🎧 Apple Podcasts https://t.co/AwuFboeYAy
🎧 Spotify https://t.co/3OP52ApQ7V https://t.co/qCGh1OQ1Va",3,12,29
625,Mon Mar 15 23:51:18 +0000 2021,Even cacti are too dry. #ClimateChange https://t.co/gMxYtpKxPn,0,0,0
626,Mon Mar 15 23:51:14 +0000 2021,"""It therefore comes as no surprise that Gates’ approach to climate change is to champion the technofixes that will enable the fossil fuel machine to continue pumping more oil. He is after all invested in the infrastructure that relies on their success"" https://t.co/9J3F6cRAvj",0,0,1
627,Mon Mar 15 23:50:58 +0000 2021,"I'm excited about most Biden cabinet appointments, but none as much as Deb Haaland today as the next Interior Secretary &amp; the first Native American cabinet-member in U.S. history. Climate change and conserving nature are IMPORTANT! Congrats @RepDebHaaland. You deserve this role!!",0,0,2
628,Mon Mar 15 23:50:47 +0000 2021,RT @KeillerDon: Climate Doomsday Cultists. Believe climate change is destroying the Planet. Whilst all the real World data says otherwise.… (Data Science) https://t.co/oENy6paXLI,0,0,0
629,Mon Mar 15 23:50:40 +0000 2021,"Climate change crises create a feminist issue as climate change shadows gender equality in several ways. I am Oladosu Adenike from Nigeria – an ecofeminist, ecoreporter and climate justice activist. 
https://t.co/OcHRJBpK9u",0,0,0
630,Mon Mar 15 23:50:27 +0000 2021,"I still remember the predictions that because of the ""claimed"" ""global warming"", snow would soon become a thing of the past! https://t.co/HeMU2hl1Ml",0,0,0
631,Mon Mar 15 23:49:58 +0000 2021,A Large PR Firm Pledged To Fight Climate Change. Then It Took Millions From A Notorious Fossil Fuel Trade Group. https://t.co/RfAvu97GGb via @Zhirji28,0,1,1
632,Mon Mar 15 23:49:48 +0000 2021,"Kery Mullis, d.2019:
""one of several scientists who, after success in their area of research, go on to make unfounded, sometimes bizarre statements in other areas... expressed disagreement with scientific evidence supporting climate change, ozone depletion,... HIV caus[ing] AIDS"" https://t.co/q2JVPdSvTh",0,0,0
633,Mon Mar 15 23:49:47 +0000 2021,"To strengthen the integration of climate change and disaster risk concerns in Island Strategic ... https://t.co/B7CqPeGdOV 

@TCAPforTu8  supported by @theGCF and manage by @UNDP_Pacific and @TuvaluGov with a total budget of $36million",0,2,4
634,Mon Mar 15 23:48:49 +0000 2021,"Climate crisis: recent European droughts 'worst in 2,000 years': Global warming is an existential threat to Humanity  https://t.co/lwCjEprev7",0,0,1
635,Mon Mar 15 23:48:43 +0000 2021,"When you are unemployed, homeless or living in our car or motels, or have mental health issues you probably don't think much about climate change.",0,0,9
636,Mon Mar 15 23:48:22 +0000 2021,"""Time is of the essence. We know that climate change is an existential threat that's not waiting for us to get our act together."" -@staterepmoeller #CEJACantWait #twill https://t.co/tPL5xFZE6E",0,3,10
637,Mon Mar 15 23:48:07 +0000 2021,"Climate change: Jet fuel from waste 'dramatically lowers' emissions.

""A new approach to making jet fuel from food waste has the potential to massively reduce carbon emissions from flying, NREL scientists say.""

#ClimateAction #climatesolutions #climate
https://t.co/4dValqeZ5K",0,1,2
638,Mon Mar 15 23:47:40 +0000 2021,"Not every state has the same forces working against it, but the problems occurring there will happen elsewhere.  https://t.co/1Qk81IlDMa via @slate",0,0,1
639,Mon Mar 15 23:47:35 +0000 2021,We talked with @VMurdockTV about Central Park's SNOWY OWL and how global warming seems to be reducing the overall population of the species even as more owls are driven south to the New York area in search of prey. https://t.co/2I4oau113E,3,20,142
640,Mon Mar 15 23:47:34 +0000 2021,"Melting glaciers could be accelerating climate change by causing more carbon emissions, say researchers | World News | Sky News
@FriendsOScience @DawnTJ90 @clim8resistance 
@ClimateCatastr3 @ccdeditor
https://t.co/zQKlZax3U6",4,2,0
641,Mon Mar 15 23:47:32 +0000 2021,"This is so brilliant, fantastic, appropriate, overdue.
Right wing pols &amp; reactionary #county commissioners in oil/gas counties, who haven't cared about methane leakage, pollution, climate change, wildlife, sacred sites, now must grow up &amp; deal.
https://t.co/1ibqOO6LB1",0,0,1
642,Mon Mar 15 23:47:19 +0000 2021,"Every anti-climate change myth busted
https://t.co/7oob88xGeB",0,0,0
643,Mon Mar 15 23:47:08 +0000 2021,Bill Gates Sounds Alarm On Bitcoin's Energy Consumption–Here's Why Crypto Is Bad For Climate Change #Blockchain via https://t.co/eBW8Lmmpx7 https://t.co/VSe7o0CeBA,0,0,0
644,Mon Mar 15 23:46:38 +0000 2021,Always love seeing representatives of actual petroleum corporations in Washington state deliver Very Neutral Testimony to the Senate Ways &amp; Means Committee on bills related to climate change.,2,16,154
645,Mon Mar 15 23:46:21 +0000 2021,The real dirt on Greenland. https://t.co/F8wRmi12n0,0,0,0
646,Mon Mar 15 23:46:18 +0000 2021,"Jane Hopkins, @SEIU1199NW in support of #SB5126: Now is the time to act while there is still time and before more people are injured or killed from climate change. #waleg @Reuvencarlyle https://t.co/TAf7NveriM",0,0,0
647,Mon Mar 15 23:44:54 +0000 2021,In his Globalization book @JeffDSachs has us read this entire paragraph from Adam Smith that best captures the global optimism of the Scottish Enlightenment. Yet today we face reality that the global poor who had the least to do with climate change stand to pay the highest price https://t.co/7JP0Vjaw1h,0,0,1
648,Mon Mar 15 23:44:51 +0000 2021,"What do climate change, the economic downturn, and social injustice have in common? #Solar can help address all three! Find out more and sign up to help us put solar on  #30MillionSolarHomes across the U.S. Join the campaign at https://t.co/0D0sd6Abkp @SolarNeighbors @ilsr",0,0,1
649,Mon Mar 15 23:44:43 +0000 2021,"Imo if you don't want the following then why are you even in the Dem party?
- At least $15 min wage
- Universal healthcare
- Fighting Climate change
- Immigration reform
- Student loan forgiveness
- Racial Justice (equality/police reform)

If you don't then ur republican lite imo",0,1,4
650,Mon Mar 15 23:44:26 +0000 2021,"“seth i loved your care about global warming + you nailed the statistics, ritesh that’s a fantastic topic you choose (sorry about ur friends) and abby i love it good job :)”",0,0,8
651,Mon Mar 15 23:43:56 +0000 2021,"Correct me if I'm wrong @frankelly08 

But isn't action on climate change done ""the Australian way"" part of the current LNP spin for decade long inaction? 

That MC employs this to bolster his climate creditials tells us he really hasn't changed his spots. 

Sad day for the OECD https://t.co/FCCfath3pg",0,2,4
652,Mon Mar 15 23:43:25 +0000 2021,"Now, let’s do climate change. https://t.co/vJV48c9F3V",0,0,1
653,Mon Mar 15 23:43:04 +0000 2021,"""Individual pieces of crypto art, non-fungible tokens (NFTs), are at least partially responsible for the millions of tons of planet-heating carbon dioxide emissions generated by the cryptocurrencies used to buy and sell them."" - @justcalma https://t.co/j2Cs9U41Ra",1,6,22
654,Mon Mar 15 23:41:42 +0000 2021,"Guy finds out that wind turbines help with global warming but not in the way he thinks.

Spoiler: They don't work as large fans. 

https://t.co/EJRcnnzclg",0,0,0
655,Mon Mar 15 23:41:42 +0000 2021,(ಥ_ಥ)⊃ ━☆          A hex on climate change deniers to send their brains to Oblivion.,0,0,0
656,Mon Mar 15 23:41:23 +0000 2021,"What is the Paris Agreement? How the fight against global warming became a political issue

The Paris climate agreement aims to combat global warming, but some politicians think it's unfair to Americans. Here's why the U.S. has rejoined. https://t.co/oRqkN37Qwn",0,0,0
657,Mon Mar 15 23:41:18 +0000 2021,Call Al Gore have him send some Global warming https://t.co/KIjdvhueht,0,0,0
658,Mon Mar 15 23:41:15 +0000 2021,"StudyFindsRedlinedAreasFaceGreaterFloodRiskFrom ClimateCrisis commondreams https://t.co/X6juqCfkML  

https://t.co/LUWRZeMpiB

https://t.co/EHahkBj1yY

https://t.co/6qhfhnA2OM
how does he feel about the banks having replaced
S &amp; L Bust/Resolution Trust w/ 0%/QE?
The Great Reset?",0,0,0
659,Mon Mar 15 23:40:52 +0000 2021,deforestation causes climate change due to trees being massive carbon sinks (people - lets not die),0,0,0
660,Mon Mar 15 23:40:44 +0000 2021,Accounting needs to be stepped up for climate change costs https://t.co/RKxl7mZ30a,0,0,1
661,Mon Mar 15 23:40:38 +0000 2021,"Yes, I've heard of global warming or warning or whatever, but all I'm saying is I can't do without my daily Lush baths...",0,0,0
662,Mon Mar 15 23:40:33 +0000 2021,Climate change: 'Forever plant' seagrass faces uncertain future - BBC News https://t.co/EWwJfeHc3S,0,0,0
663,Mon Mar 15 23:40:30 +0000 2021,"Pelosi Blames Current Border Crisis On Climate Change...
Pelosi is as full of shit as a Christmas Turkey.......",1,2,10
664,Mon Mar 15 23:39:00 +0000 2021,"At the academic conference, Dr. Adams of the XYZ Institute attributed changes in the climate to global warming and pollution of the atmosphere.",0,0,0
665,Mon Mar 15 23:38:59 +0000 2021,Want to invest in climate solutions on autopilot? Check this out next Wednesday:  https://t.co/CFLGXeWyyU @Eventbrite,0,0,0
666,Mon Mar 15 23:38:51 +0000 2021,"Take action on 2 bills below: Tell your #WAleg Senator that #WACantWait to update the Growth Management Act to address climate change and housing justice! #YESonHB1099 #YESonHB1220 
 https://t.co/kENOjwGhW5",1,0,0
667,Mon Mar 15 23:38:41 +0000 2021,Does she blame her hair on Climate Change also/ https://t.co/2YPzY0Vnj6,0,0,0
668,Mon Mar 15 23:38:41 +0000 2021,LUNACY: Speaker Nancy Pelosi Blames The Current Border Crisis On Climate Change https://t.co/ba3ydWNPUj,0,0,0
669,Mon Mar 15 23:37:23 +0000 2021,"Did you know that as mountain⛰️glaciers are continuing to melt due to climate change, downstream rivers begin to warm as well? This creates an environment for fungi🍄to flourish where they can break down organic matter and release more CO2 into the air.

https://t.co/PjkAjC1djG",0,2,5
670,Mon Mar 15 23:36:49 +0000 2021,New EPA administrator: ‘Science is back’ “Regan vowed to use the agency's considerable authority to tackle climate change on multiple fronts.” WOO HOO!!! #actonclimate  https://t.co/BBRlacXLFp,0,0,0
671,Mon Mar 15 23:36:36 +0000 2021,"The Greenland ice sheet may be more vulnerable than we knew to global warming, new study shows – The Washington Post https://t.co/q8zuooJ4ly",0,0,1
672,Mon Mar 15 23:36:20 +0000 2021,"The Atlantic hurricane season officially begins on 1 June. But over the past six years, significant storms have been forming earlier than this. So does the hurricane season need to start earlier - and is climate change to blame?- ⁦⁦⁦@BBCWorld⁩  https://t.co/bbX37tJM0f",0,0,0
673,Mon Mar 15 23:35:59 +0000 2021,Mother Nature Still In Control: U.S. Had Coldest February In Over 30 Years | Climate Change Dispatch https://t.co/dIB6cZKzUB,0,0,0
674,Mon Mar 15 23:35:58 +0000 2021,"2 storms from Global Warming bring snow and tornadoes to the Central US, severe weather on the Gulf Coast. https://t.co/vOTVGFwf9Y",0,0,0
675,Mon Mar 15 23:35:52 +0000 2021,"I had a look through the climate change commission report recently. New Zealandera have to do more than say yeah, nah to this. There will be massive social disruption to achieve the zero carbon targets. https://t.co/yvJsWxvICc",0,0,1
676,Mon Mar 15 23:35:27 +0000 2021,Congratulations @DebHaalandNM! We look forward to working with you @Interior to make bicycling and recreation on our #PublicLands accessible for all + fight climate change through #30x30 https://t.co/cVw23w6glj,0,0,5
677,Mon Mar 15 23:35:23 +0000 2021,I broke down and tried to figure out what an NFT is. After reading some articles I still don’t know but I am very confident in pronouncing it dumb as hell. https://t.co/dtLTN3AnEA https://t.co/wnygFJuJXB,2,0,0
678,Mon Mar 15 23:35:03 +0000 2021,Coast #redwoods play a big role in protecting our planet by ensuring the #carbon in the #atmosphere no longer affects our #climate. But we need to make sure forests can withstand the #climatecrisis. Add your voice and protect our forests today: https://t.co/N4HYLexVTk,0,0,0
679,Mon Mar 15 23:34:36 +0000 2021,If it’s global warming why is it so cold,0,1,3
680,Mon Mar 15 23:34:11 +0000 2021,"😂😂😂
And Here We Thought It Was China?... Chuck Todd to Dr. Fauci: ""It's Inevitable"" We'll have more Pandemics in the Future Because of ""Climate Change"" https://t.co/ln1EID0bkQ via @gatewaypundit",0,0,0
681,Mon Mar 15 23:34:10 +0000 2021,Are Edible Landscapes and Trees the Answer to Arizona’s Rising Climate Crisis? — Good Food Finder https://t.co/IZjwqY3ZDa,0,0,4
682,Mon Mar 15 23:33:51 +0000 2021,"""Investors are demanding more and better information on climate and ESG, and that demand is not being met by the current voluntary framework."" 
Full comments: https://t.co/bp6TLg8DAz
Also today from SEC: Public input sought on climate change disclosures https://t.co/nfXqXjOZVK https://t.co/HXFQggFEu0",0,0,0
683,Mon Mar 15 23:33:50 +0000 2021,"IMF, late-comer on climate change, should embrace ambitious goals: report https://t.co/bcqodTaZFP #climate",0,0,0
684,Mon Mar 15 23:33:47 +0000 2021,Coast redwoods play a big role in protecting our planet by ensuring the carbon in the atmosphere no longer affects our climate. But we need to make sure forests can withstand the climate crisis. Add your voice and protect our forests today: https://t.co/dDFybSweyL,0,0,0
685,Mon Mar 15 23:33:22 +0000 2021,Wait til he hears what scientists have to say about climate change https://t.co/8eK76FIywD,0,0,1
686,Mon Mar 15 23:33:16 +0000 2021,"“@NASAClimate Study Shows..”

Here’s a sad item fr 5yrs ago 

Remember the tree-biter Bolt getting animated about West Antarctica snow?

Exactly as Trump’s 
1) It’s getting cooler, you’ll see
2)The scientists don’t agree

In 2020 #auspol 

https://t.co/e3tcrR0Rni via @boredpanda",0,0,0
687,Mon Mar 15 23:32:58 +0000 2021,"Venus planet of love, was destroyed by global warming, did it's people want to much too?",0,0,0
688,Mon Mar 15 23:32:38 +0000 2021,The Forest Industry Should Embrace the Climate Change Conversation - https://t.co/ebo3KHOOVu https://t.co/tbhlC3pmcs,0,0,0
689,Mon Mar 15 23:32:30 +0000 2021,https://t.co/G2lZUha1Sy | Public Input Welcomed on Climate Change Disclosures https://t.co/O5dP4BLdwe,0,0,0
690,Mon Mar 15 23:32:18 +0000 2021,"#ClimateChange #CambioClimático Tiny Town, Big Decision: What Are We Willing to Pay to Fight the Rising Sea? - The New York Times https://t.co/ZyHbeaKkeZ",0,1,0
691,Mon Mar 15 23:32:03 +0000 2021,Pelosi Outrageously Claims Climate Change Has Led To ‘Humanitarian Challenge’ At The Border https://t.co/09CBFhIA5p via @TPInsidr,0,0,0
692,Mon Mar 15 23:32:01 +0000 2021,"This is so cool! Anchoring a ship to an ice floe for a year to study the arctic! 

#science #climatechange #climate

https://t.co/0e84zUTAvS",0,1,0
693,Mon Mar 15 23:31:55 +0000 2021,We are very excited to announce the first seminar of our newly created Postdoc Seminar Series is next week! Join us March 22 to hear @MoritzKoch_ latest research on how plastic-bacteria can help fight climate change. Register here: https://t.co/AX6BcF9yXG https://t.co/LcKVQcLA6v,1,8,26
694,Mon Mar 15 23:31:49 +0000 2021,"IDS Seminar tomorrow with Luke Kiddle (Victoria University of Wellington).
'Nature-based solutions for climate change adaptation and wellbeing in Oceania: Introducing an urban nature based design agenda'.
 
In person at Massey PN and on Zoom. All welcome https://t.co/WX8rCiKXkE",1,3,4
695,Mon Mar 15 23:31:28 +0000 2021,"JUST THINK ABOUT IT - IT'S NOT 'NEWS' ANYMORE, IT'S FULL-ON PROPAGANDA. Anti Trump. Anti-Brexit. Anti-Empire. Anti-Churchill. Diverse everything. Grissly Greta/Climate Change. MeToo. BLM. Male Violence. Don't forget, covid, covid &amp; covid. Don't you think it's all just a bit odd?",83,401,1368
696,Mon Mar 15 23:31:00 +0000 2021,"Are #climatechange ETFs greenwashing? @ChrisDastoor reports

https://t.co/twfKe4b31g",0,1,0
697,Mon Mar 15 23:30:08 +0000 2021,"What is the future of climate change?

If you consider yourself to be informed: without looking it up, what is the number one greenhouse gas?

@CTMinBC @OhboyStu 

https://t.co/icuPWVxijP",0,0,0
698,Mon Mar 15 23:29:42 +0000 2021,"Whatever fish thrives in global warming, that's what I want to be when i grow up",0,0,0
699,Mon Mar 15 23:29:39 +0000 2021,"To prepare for Texas winter storms, Gov. Greg Abbott spoke with climate change skeptic https://t.co/qKVCUXUVbI via @statesman",0,0,0
700,Mon Mar 15 23:29:27 +0000 2021,"COVID19 opened our minds to big solutions. We still face crises of homelessness, climate change and massive racial and economic disparities. Our mayor's office has a plan to...

...clean up trash &amp; graffiti.

Is this the best use of Sam Adams' abilities?
https://t.co/Ou60iTcXDe",0,0,0
701,Mon Mar 15 23:29:12 +0000 2021,"Can plant breeding be a tool for adaptation to climate change? Learn more from the recent ""check it out"" post on @AgClimateNet and the article that inspired the post: https://t.co/waJ3WPK3IF
@wsuCSANR https://t.co/P9vRBgUjMe",0,4,3
702,Mon Mar 15 23:28:23 +0000 2021,y'all wanna know something crazy? armadillos are being found in NC. climate change is ultimately causing some species to expand and what consequences can we expect from this??,1,0,21
703,Mon Mar 15 23:28:09 +0000 2021,"A hectare of Posidonia sea grass can soak🧽up to 15x more carbon dioxide every year than a similar-sized piece of the Amazon rainforest. But they're under extreme pressure from all sorts of human activity⚓️and climate change!

https://t.co/0knYmO7hYf",0,0,0
704,Mon Mar 15 23:28:07 +0000 2021,Does Biden not understand the catholic religion is based off the Bible. Why would the church support sin. Nice to see the Pope finally focus on the Bible and not global warming. https://t.co/fBSd1zoxbr,0,0,0
705,Mon Mar 15 23:28:01 +0000 2021,Big Issue launches climate change investment fund https://t.co/kEyzNP1jfW  #FinTech #Payments #Technology,0,0,0
706,Mon Mar 15 23:27:31 +0000 2021,"We desperately need new transmission capacity in this country if we are going to address climate change. Highways represent very attractive rights of way to build out transmission.

BUT planners are afraid to build there because they know DOTs will always try to widen highways. https://t.co/jWCi47ufYN",1,3,6
707,Mon Mar 15 23:27:27 +0000 2021,"#Hydrogen-powered planes: pie in the sky?

@Airbus plans fly against the many challenges in how to reduce aviation’s role in global warming by 2050
https://t.co/0iMhhxES1Z via @financialtimes",0,2,6
708,Mon Mar 15 23:27:15 +0000 2021,"HSBC Holdings adds Rachel Duan (Fmr CEO-Global Markets, General Electric) to Board $HSBA #corpgov https://t.co/t4fSx82N7E",0,0,0
709,Mon Mar 15 23:27:15 +0000 2021,"Ancient leaves preserved under a mile of Greenland's ice,  and lost in a freezer for years hold lessons about climate change https://t.co/dyCCJct1Po",0,0,0
710,Mon Mar 15 23:27:04 +0000 2021,"With climate change accelerating, battling air pollution is now more important than ever! I've applied to be part of the #dearMoonCrew to spread that message around the world, directly from space! With @AirCareTheApp, @elonmusk and @yousuckMZ, we can blast #pollution in the past!",0,1,6
711,Mon Mar 15 23:26:53 +0000 2021,"""it's either sex thing or global warming thing""
""this is just straight up about swallowing right""

😭😭💀 https://t.co/byrvW8B3Ts",0,0,10
712,Mon Mar 15 23:26:37 +0000 2021,"Under Trump

""What has Trump done to combat climate change?"" 

Greta Thunberg ""OMG he's literally killing the planet! hOw DaRe YoU?!"" 

Under Biden

""What has Biden done to combat climate change?""

Greta Thunberg ""well idk if I'm qualified to saying anything I'm just a teenager.""",1,0,0
713,Mon Mar 15 23:25:56 +0000 2021,"Green transition in islands hamstrung by debt, says Antigua &amp; Barbuda PM https://t.co/LWTZlB6DYv  He wants more money for climate change, while mangroves are being destroyed on Barbuda.",0,0,0
714,Mon Mar 15 23:25:56 +0000 2021,Get it straight.. global warming climate alarmists dirty tactics.. it’s not about the environment it’s about higher taxes.. https://t.co/6kWaGAGOHn,0,0,0
715,Mon Mar 15 23:25:52 +0000 2021,Is climate change threatening our rice consumption? https://t.co/tcMTbNASJ7 https://t.co/Y8vBuefOhF,0,0,0
716,Mon Mar 15 23:25:14 +0000 2021,"I fully understand why her right now, we need global warming! I’ve said if Ivanka weren’t my women on behalf of the woman’s",0,0,0
717,Mon Mar 15 23:25:11 +0000 2021,"The #Environment #Dept in #Tuvalu was engaging 👭 in planting Alexandrian Laurel at coastlines- #climate #resilience to adapt to climate change impact and help protect areas inland from 🌊. 👬 enjoyed the Saturday program- #Coastal #Protection 
#Saving #our #future 🇹🇻
@TuvaluGov https://t.co/GM1LfSRlpo",0,4,10
718,Mon Mar 15 23:24:57 +0000 2021,"In 2018, Amazon posted income of more than $11 billion, but the company paid $0 in federal taxes. In fact, thanks to tax credits and deductions, Amazon actually received a federal tax refund of $129 million. https://t.co/qZOoRInEN4",1,8,10
719,Mon Mar 15 23:24:37 +0000 2021,"We need #ClimateAction, and the problems posed by climate change are only getting worse. Now is the time for bold and bipartisan legislation against climate change. @SenTomCotton @JohnBoozman @RepFrenchHill @RepRickCrawford @rep_stevewomack @RepWesterman https://t.co/wE2y9dBJIL",0,1,4
720,Mon Mar 15 23:24:37 +0000 2021,"No such thing as sustainable palm oil – 'certified' can destroy even more wildlife, say scientists | The Independent | The Independent https://t.co/7UbojE4Jub",1,0,0
721,Mon Mar 15 23:24:01 +0000 2021,"Violent conflict, climate change and disasters have staggering economic costs, and there is evidence that they are linked to unemployment and decent work deficits through a vicious cycle.
 
Learn more about sustaining peace through decent work: https://t.co/PjpKNeNqNB https://t.co/XNq8Jjafwf",0,3,4
722,Mon Mar 15 23:23:51 +0000 2021,"Climate change will be one of the biggest issues my generation will face. When we talk about climate change we talk about solar panels and wind power- not changing our diet. Our oceans would come back, our forests and wildlife would come back.",1,0,0
723,Mon Mar 15 23:23:45 +0000 2021,"If @JeffBezos had paid this money in taxes we could have had a democratic conversation about how to spend $10 billion - ""Since Bezos announced the fund in February 2020, little has been revealed about how it would be used combat the climate crisis."" https://t.co/qZOoRInEN4",0,0,3
724,Mon Mar 15 23:23:42 +0000 2021,Hello fellow humans! Your number one un-green company Nestle who uses 1.7 MILLION of plastic only on packaging😨! Who knew that  climate change is a real thing!  Find out what else is swept underneath the rug!,0,0,0
725,Mon Mar 15 23:23:42 +0000 2021,"It was almost 80 degrees a week or so ago, so naturally we just had an ice storm.

West Virginia is totally fine and climate change is totally fake. Nothing to see here.",0,0,1
726,Mon Mar 15 23:23:21 +0000 2021,Climate change adversely affects Philippine hardwood trees — study https://t.co/kPyK4YQgeY https://t.co/tYhm8GE0nN,0,0,0
727,Mon Mar 15 23:23:18 +0000 2021,"Words that come to my mind when discussing about #climate #change #vulnerability 
Readers-mode on to understand further nuances 📋 https://t.co/01cZEJW8wu",0,0,3
728,Mon Mar 15 23:22:55 +0000 2021,"Getting mad in my head at an imagined Tech Guy who is pleased with himself for coming up with “climate change is just technical debt we have to pay down”

Not wrong exactly but “carbon capture is a big refactor we’ve been putting off” SHUT UP dude no one wants to hear it",0,0,1
729,Mon Mar 15 23:22:18 +0000 2021,"Experts say global heating and destruction of the natural world for farming, mining, and housing have to end. Farming uses 50% of habitable land AND is a leading cause of climate change 🌏

#ClimateCrisis #InternationalEarthDay
#ClimateChange #EarthDay 🌍

https://t.co/6hFk2LUlag",1,1,9
730,Mon Mar 15 23:22:07 +0000 2021,Saving the West’s most iconic cactus from climate change  https://t.co/uUyPuwtzPn,0,0,0
731,Mon Mar 15 23:22:01 +0000 2021,ICYMI Adapting Old Buildings to Climate Change Requires New Financial Tools https://t.co/YZADn6JyGG #ImpInv https://t.co/UW4dwtfPOg,0,0,0
732,Mon Mar 15 23:21:37 +0000 2021,"Watch @DavidJHarrisJr's broadcast: Biden Tax Raise, Pelosi Blames Border Crisis on Climate Change and More!

https://t.co/mYoDHMpnQq",0,0,0
733,Mon Mar 15 23:21:27 +0000 2021,"it’s sunny, 65 degrees, and snowing? ok climate change.",0,0,0
734,Mon Mar 15 23:21:18 +0000 2021,am i the only one who thinks sleep is just pure waste of time? 😭😭 i could be saving climate change rn but no im sleeping 🙄,1,1,5
